Customer_ID,Onboarding_Date,KYC_Documents_Submitted,PAN_Number,Aadhaar_Number
X008712,13-07-2024,PAN + Aadhaar,QKGWD3952E,7.2156E+11
X008713,13-07-2024,Aadhaar only,,5.42949E+11
X008714,13-07-2024,PAN + Aadhaar,NHQDE0020Y,4.7524E+11
X008715,14-07-2024,Voter ID,,
X008716,14-07-2024,PAN only,OKQXZ8380B,
X008717,14-07-2024,Aadhaar only,,1.15982E+11
X008718,14-07-2024,Aadhaar only,,5.11917E+11
X008719,14-07-2024,Voter ID,,
X008720,14-07-2024,PAN + Aadhaar,UBECD0096R,85357667596
X008721,14-07-2024,PAN + Aadhaar,VAHZQ2411Y,22648128452
X008722,14-07-2024,PAN only,PWFEP7899V,
X008723,14-07-2024,PAN + Aadhaar,ITGWH8995Y,2.7573E+11
X008724,14-07-2024,PAN + Aadhaar,BGJND6417E,1.39065E+11
X008725,14-07-2024,Voter ID,,
X008726,14-07-2024,PAN only,FGSGP6645D,
X008727,14-07-2024,PAN + Aadhaar,KPMJY3123V,9.18959E+11
X008728,14-07-2024,PAN + Aadhaar,YMUQR4293Q,5.71815E+11
X008729,14-07-2024,PAN + Aadhaar,TKEUX0882Q,8.09096E+11
X008730,14-07-2024,PAN + Aadhaar,MJNPZ6509F,9.88458E+11
X008731,14-07-2024,PAN + Aadhaar,DSRAZ7503Z,8.50831E+11
X008732,14-07-2024,PAN only,JMMVV5344L,
X008733,14-07-2024,PAN + Aadhaar,YJJLE7675F,1.27287E+11
X008734,14-07-2024,PAN + Aadhaar,CFYOM3584C,7.43037E+11
X008735,14-07-2024,PAN + Aadhaar,HDEDQ8113H,6.86865E+11
X008736,14-07-2024,Passport,,
X008737,14-07-2024,PAN + Aadhaar,UUQMS8568J,1.88116E+11
X008738,14-07-2024,PAN + Aadhaar,NYNGK5569L,8.25697E+11
X008739,14-07-2024,PAN + Aadhaar,EHDWS1304G,2.23359E+11
X008740,14-07-2024,Aadhaar only,,3.5346E+11
X008741,14-07-2024,Aadhaar only,,7.28143E+11
X008742,14-07-2024,PAN + Aadhaar,CIXAL1231S,5.8781E+11
X008743,14-07-2024,PAN + Aadhaar,WENND2381A,8.85144E+11
X008744,14-07-2024,PAN + Aadhaar,RAHHU6964J,24891529240
X008745,14-07-2024,Aadhaar only,,1.73595E+11
X008746,14-07-2024,Aadhaar only,,6.73378E+11
X008747,14-07-2024,PAN + Aadhaar,NBWRB8358I,8.88494E+11
X008748,14-07-2024,PAN + Aadhaar,RWEQG4734H,46444441746
X008749,14-07-2024,PAN + Aadhaar,PSTRZ0058K,1.32766E+11
X008750,14-07-2024,PAN + Aadhaar,OACJN7559Q,4.22803E+11
X008751,14-07-2024,Aadhaar only,,3.21817E+11
X008752,14-07-2024,PAN + Aadhaar,BHFFO7617Z,4.96488E+11
X008753,14-07-2024,PAN + Aadhaar,HXNHY1300K,1.87358E+11
X008754,14-07-2024,PAN + Aadhaar,LQFJN3558D,5.60084E+11
X008755,14-07-2024,Passport,,
X008756,14-07-2024,Voter ID,,
X008757,14-07-2024,PAN + Aadhaar,JSLJH2934O,1.6337E+11
X008758,14-07-2024,PAN + Aadhaar,BLKXM7274F,4.93115E+11
X008759,14-07-2024,PAN + Aadhaar,MSMKS5096Q,1.02607E+11
X008760,14-07-2024,PAN + Aadhaar,NGXTV1808F,8.88422E+11
X008761,14-07-2024,PAN + Aadhaar,HVSHU3748G,5.34668E+11
X008762,14-07-2024,Aadhaar only,,9.29904E+11
X008763,14-07-2024,Aadhaar only,,3.97303E+11
X008764,14-07-2024,Voter ID,,
X008765,14-07-2024,PAN + Aadhaar,WVYIG7361G,9.48732E+11
X008766,14-07-2024,PAN only,FVSVM9000K,
X008767,14-07-2024,PAN only,SMYNV6033H,
X008768,14-07-2024,PAN + Aadhaar,RKKUL1092B,2.17981E+11
X008769,14-07-2024,PAN + Aadhaar,RHYZF2423D,6.74044E+11
X008770,14-07-2024,PAN + Aadhaar,TTCMC2515Y,8.2327E+11
X008771,14-07-2024,PAN + Aadhaar,KPHAI7640X,8.40224E+11
X008772,14-07-2024,PAN + Aadhaar,YUFHT6418I,1.66124E+11
X008773,14-07-2024,Aadhaar only,,1.44725E+11
X008774,14-07-2024,PAN + Aadhaar,FPJGR7179V,5.68748E+11
X008775,14-07-2024,Voter ID,,
X008776,14-07-2024,PAN + Aadhaar,OQVGE5006G,67053035181
X008777,14-07-2024,Passport,,
X008778,14-07-2024,PAN + Aadhaar,ZMQTB8113X,7.65307E+11
X008779,14-07-2024,PAN only,WKSLF9908N,
X008780,14-07-2024,PAN + Aadhaar,BKVBZ9142A,2.51067E+11
X008781,14-07-2024,PAN + Aadhaar,RFMMZ4938G,4.24346E+11
X008782,14-07-2024,Voter ID,,
X008783,14-07-2024,PAN + Aadhaar,TFWRE1144O,6.74176E+11
X008784,14-07-2024,Aadhaar only,,1.74618E+11
X008785,14-07-2024,Aadhaar only,,5.34235E+11
X008786,14-07-2024,PAN + Aadhaar,SDYPD7566L,8.1137E+11
X008787,14-07-2024,PAN + Aadhaar,HIOQC6254J,4.37384E+11
X008788,14-07-2024,PAN only,XHYTD3652P,
X008789,14-07-2024,PAN + Aadhaar,REBQQ2724D,9.99544E+11
X008790,14-07-2024,Aadhaar only,,6.95802E+11
X008791,14-07-2024,Voter ID,,
X008792,14-07-2024,PAN + Aadhaar,QUMMZ7210J,6.19028E+11
X008793,14-07-2024,PAN + Aadhaar,TCKNZ9609J,4.15865E+11
X008794,14-07-2024,PAN only,EMUEL5105R,
X008795,14-07-2024,PAN + Aadhaar,ENYDT7717E,9.51325E+11
X008796,14-07-2024,PAN + Aadhaar,RYCVR2668A,4.14167E+11
X008797,14-07-2024,PAN + Aadhaar,XZBKO1306J,1.20954E+11
X008798,14-07-2024,Aadhaar only,,9.30676E+11
X008799,15-07-2024,PAN + Aadhaar,YHMWB7696P,8.37376E+11
X008800,15-07-2024,PAN + Aadhaar,ZIJEO4640I,2.83229E+11
X008801,15-07-2024,PAN only,JQBFP1090U,
X008802,15-07-2024,PAN + Aadhaar,ZJEGI6821J,5.99E+11
X008803,15-07-2024,PAN + Aadhaar,TKPVY2266J,5.22793E+11
X008804,15-07-2024,Passport,,
X008805,15-07-2024,Aadhaar only,,7.31693E+11
X008806,15-07-2024,PAN only,RYXSG0252V,
X008807,15-07-2024,PAN + Aadhaar,EKXST2741F,8.8687E+11
X008808,15-07-2024,PAN only,JOXTM4547I,
X008809,15-07-2024,PAN + Aadhaar,GSOID3247M,5.32745E+11
X008810,15-07-2024,PAN + Aadhaar,PXWQU3960I,99323744530
X008811,15-07-2024,PAN + Aadhaar,ESQMF0901W,9.39885E+11
X008812,15-07-2024,PAN + Aadhaar,NCKVW1779W,36886071391
X008813,15-07-2024,PAN only,SKVUO8471P,
X008814,15-07-2024,PAN + Aadhaar,CVFOD0199K,4.6592E+11
X008815,15-07-2024,Aadhaar only,,4.84058E+11
X008816,15-07-2024,PAN only,BHYZJ7253J,
X008817,15-07-2024,Aadhaar only,,9.27325E+11
X008818,15-07-2024,PAN + Aadhaar,OKMCY0798G,3.64206E+11
X008819,15-07-2024,Aadhaar only,,2.973E+11
X008820,15-07-2024,PAN + Aadhaar,HSNFC3078O,1.41103E+11
X008821,15-07-2024,PAN + Aadhaar,PJINH2783Q,5.40211E+11
X008822,15-07-2024,Passport,,
X008823,15-07-2024,PAN + Aadhaar,ESBQQ4864D,2.67534E+11
X008824,15-07-2024,PAN + Aadhaar,PERPI4887X,6.74271E+11
X008825,15-07-2024,Voter ID,,
X008826,15-07-2024,PAN + Aadhaar,IXULH3719Y,9.39645E+11
X008827,15-07-2024,Aadhaar only,,4.27474E+11
X008828,15-07-2024,PAN + Aadhaar,AQWMP4050U,6.99608E+11
X008829,15-07-2024,PAN + Aadhaar,TVOAY1833L,8.30408E+11
X008830,15-07-2024,PAN + Aadhaar,UMWSR0031D,3.78671E+11
X008831,15-07-2024,PAN + Aadhaar,XUILL4838W,1.23289E+11
X008832,15-07-2024,PAN + Aadhaar,KGNJD6118K,87125715930
X008833,15-07-2024,PAN only,KRJPY5573Z,
X008834,15-07-2024,Aadhaar only,,4.16253E+11
X008835,15-07-2024,Voter ID,,
X008836,15-07-2024,PAN + Aadhaar,KFQBK7855U,4.5258E+11
X008837,15-07-2024,Aadhaar only,,7.06936E+11
X008838,15-07-2024,Aadhaar only,,9.27208E+11
X008839,15-07-2024,Voter ID,,
X008840,15-07-2024,PAN + Aadhaar,SLIPZ8909W,6.65667E+11
X008841,15-07-2024,Aadhaar only,YXY57ZY,3.53456E+11
X008842,15-07-2024,Voter ID,,
X008843,15-07-2024,PAN + Aadhaar,JYYHA0744T,3.25922E+11
X008844,15-07-2024,Voter ID,,
X008845,15-07-2024,PAN + Aadhaar,SJNVD8818L,1.01082E+11
X008846,15-07-2024,PAN only,UANND2541R,
X008847,15-07-2024,Voter ID,,
X008848,15-07-2024,Aadhaar only,,6.52262E+11
X008849,15-07-2024,PAN + Aadhaar,BKCCL4804K,98516719
X008850,15-07-2024,PAN + Aadhaar,ZYJPL5534Q,4.74835E+11
X008851,15-07-2024,Voter ID,,
X008852,15-07-2024,PAN + Aadhaar,GLQZD3309N,4.24648E+11
X008853,15-07-2024,PAN + Aadhaar,LJFWF6617L,8.61919E+11
X008854,15-07-2024,Aadhaar only,,8.76037E+11
X008855,15-07-2024,PAN + Aadhaar,JLKMP1510P,1.85384E+11
X008856,15-07-2024,PAN + Aadhaar,PIWAS5560A,6.665E+11
X008857,15-07-2024,PAN + Aadhaar,VBUMU4429K,2.72349E+11
X008858,15-07-2024,PAN + Aadhaar,NSERX6066O,7.60433E+11
X008859,15-07-2024,Aadhaar only,,7.62937E+11
X008860,15-07-2024,Aadhaar only,,6.91967E+11
X008861,15-07-2024,Aadhaar only,,1.56054E+11
X008862,15-07-2024,PAN only,ECWXT1043O,
X008863,15-07-2024,Voter ID,,
X008864,15-07-2024,Aadhaar only,,1.35059E+11
X008865,15-07-2024,PAN + Aadhaar,UJDXJ9554K,9.20463E+11
X008866,15-07-2024,Aadhaar only,,23631263607
X008867,15-07-2024,PAN + Aadhaar,LGEWN0241H,6.7953E+11
X008868,15-07-2024,Aadhaar only,,7.2039E+11
X008869,15-07-2024,Aadhaar only,,7.17928E+11
X008870,15-07-2024,PAN + Aadhaar,HRTFQ3110X,3.01588E+11
X008871,15-07-2024,Voter ID,,
X008872,15-07-2024,PAN + Aadhaar,WYJPA9057A,1.66768E+11
X008873,15-07-2024,Aadhaar only,,4.02241E+11
X008874,15-07-2024,PAN + Aadhaar,ESEDV5307A,4.25866E+11
X008875,15-07-2024,Voter ID,,
X008876,15-07-2024,PAN + Aadhaar,QOHBW4602P,2.12299E+11
X008877,15-07-2024,PAN + Aadhaar,AASLM6025D,8.14413E+11
X008878,15-07-2024,PAN + Aadhaar,WKARF2137P,6.3825E+11
X008879,15-07-2024,PAN + Aadhaar,DUBKN3745J,9.49025E+11
X008880,15-07-2024,PAN + Aadhaar,OVNUE6214T,6.8538E+11
X008881,15-07-2024,Aadhaar only,,8.63185E+11
X008882,15-07-2024,PAN + Aadhaar,MHEZC2184D,4.43235E+11
X008883,16-07-2024,PAN + Aadhaar,VYHRP2363B,2.61899E+11
X008884,16-07-2024,PAN + Aadhaar,IFLWS4582K,3.52509E+11
X008885,16-07-2024,PAN only,YMGWI0880C,
X008886,16-07-2024,Aadhaar only,,7.99621E+11
X008887,16-07-2024,PAN only,NCZUV2562Z,
X008888,16-07-2024,Aadhaar only,,8.87563E+11
X008889,16-07-2024,PAN + Aadhaar,GUEQP9568J,2.76553E+11
X008890,16-07-2024,PAN + Aadhaar,JNMUT9820Z,6.81262E+11
X008891,16-07-2024,PAN + Aadhaar,LQYXW1104U,53329286892
X008892,16-07-2024,PAN only,OONXM5695O,
X008893,16-07-2024,Passport,,
X008894,16-07-2024,PAN + Aadhaar,KDCEC4444E,3.22748E+11
X008895,16-07-2024,PAN + Aadhaar,MKGJP1138M,5.37355E+11
X008896,16-07-2024,PAN + Aadhaar,RQSWT8693U,2.31062E+11
X008897,16-07-2024,PAN + Aadhaar,GZRXD4839Y,4.04366E+11
X008898,16-07-2024,Aadhaar only,,2.45448E+11
X008899,16-07-2024,PAN + Aadhaar,QLLHL2297D,91180939579
X008900,16-07-2024,Voter ID,,
X008901,16-07-2024,PAN + Aadhaar,RKVPH8387Q,4.5341E+11
X008902,16-07-2024,Voter ID,,
X008903,16-07-2024,PAN only,CYLZB5794A,
X008904,16-07-2024,PAN only,YXX71XX,
X008905,16-07-2024,Aadhaar only,,1.50497E+11
X008906,16-07-2024,Aadhaar only,,1.56237E+11
X008907,16-07-2024,Aadhaar only,,3.0075E+11
X008908,16-07-2024,Aadhaar only,,1.70388E+11
X008909,16-07-2024,Aadhaar only,,4.75162E+11
X008910,16-07-2024,Passport,,
X008911,16-07-2024,PAN only,OXDHK3356H,
X008912,16-07-2024,PAN only,XMZOJ8898S,
X008913,16-07-2024,Voter ID,,
X008914,16-07-2024,PAN + Aadhaar,EOLSC2748Z,5.86345E+11
X008915,16-07-2024,PAN + Aadhaar,OPBWB2787V,2.95437E+11
X008916,16-07-2024,PAN + Aadhaar,WDZPJ1579B,9.40907E+11
X008917,16-07-2024,Aadhaar only,,5.1946E+11
X008918,16-07-2024,PAN only,SSWXK0653W,
X008919,16-07-2024,PAN + Aadhaar,XPDRV6844X,66800366690
X008920,16-07-2024,Aadhaar only,,9.28572E+11
X008921,16-07-2024,Aadhaar only,,45656368867
X008922,16-07-2024,PAN + Aadhaar,QSSUK0582E,6.94935E+11
X008923,16-07-2024,Aadhaar only,,6.94972E+11
X008924,16-07-2024,PAN only,XXCNW1234V,
X008925,16-07-2024,PAN + Aadhaar,DNYDH5512H,66643160988
X008926,16-07-2024,Aadhaar only,,6.72788E+11
X008927,16-07-2024,Aadhaar only,,2.664E+11
X008928,16-07-2024,PAN + Aadhaar,SVLZH9439C,7.70496E+11
X008929,16-07-2024,PAN + Aadhaar,VFSNT7713M,3.40255E+11
X008930,16-07-2024,Passport,,
X008931,16-07-2024,PAN + Aadhaar,LUCKI2219L,7.84361E+11
X008932,16-07-2024,PAN + Aadhaar,RFLKV5463J,4.47612E+11
X008933,16-07-2024,PAN + Aadhaar,DITIA7857J,3.49129E+11
X008934,16-07-2024,Aadhaar only,,1.13121E+11
X008935,16-07-2024,Aadhaar only,,1.41896E+11
X008936,16-07-2024,Aadhaar only,,9.71713E+11
X008937,16-07-2024,PAN + Aadhaar,EGPEN9538Q,9.94506E+11
X008938,16-07-2024,Voter ID,,
X008939,16-07-2024,PAN + Aadhaar,YAGXB4457Y,92423171034
X008940,16-07-2024,PAN + Aadhaar,JZDTZ5723V,3.28337E+11
X008941,16-07-2024,PAN + Aadhaar,NKVWC3335U,7.37346E+11
X008942,16-07-2024,PAN + Aadhaar,IFJRY1806C,8.24862E+11
X008943,16-07-2024,Voter ID,,
X008944,16-07-2024,Voter ID,,
X008945,16-07-2024,PAN + Aadhaar,RHNEW1912J,3.11152E+11
X008946,16-07-2024,Voter ID,,370135060
X008947,16-07-2024,PAN only,GPXNG2492Q,
X008948,16-07-2024,Voter ID,,
X008949,16-07-2024,PAN + Aadhaar,AAWNP4495N,38126490486
X008950,16-07-2024,Aadhaar only,,6.14021E+11
X008951,16-07-2024,PAN + Aadhaar,NEVEM3385Z,2.43744E+11
X008952,16-07-2024,PAN only,QEKBQ5895G,
X008953,16-07-2024,PAN + Aadhaar,MKPQP5008L,8.98846E+11
X008954,16-07-2024,Aadhaar only,,3.10538E+11
X008955,16-07-2024,PAN + Aadhaar,AAMOG7049J,95987359503
X008956,16-07-2024,PAN + Aadhaar,NWVME2525R,9.8725E+11
X008957,16-07-2024,Aadhaar only,,3.09895E+11
X008958,16-07-2024,Voter ID,,
X008959,16-07-2024,Aadhaar only,,5.77845E+11
X008960,16-07-2024,Voter ID,,
X008961,16-07-2024,PAN + Aadhaar,IUGPG0360P,3.88518E+11
X008962,16-07-2024,Aadhaar only,,2.03663E+11
X008963,16-07-2024,PAN + Aadhaar,XWIAU3441Z,97750723738
X008964,16-07-2024,PAN + Aadhaar,CHOPS4202G,4.51196E+11
X008965,16-07-2024,Aadhaar only,,13730047003
X008966,16-07-2024,Aadhaar only,,8.23866E+11
X008967,17-07-2024,Aadhaar only,,9.5262E+11
X008968,17-07-2024,PAN only,NDQYH1297Y,
X008969,17-07-2024,Aadhaar only,,8.03E+11
X008970,17-07-2024,PAN + Aadhaar,RPOGF7694S,6.93841E+11
X008971,17-07-2024,PAN + Aadhaar,ZUNLG5499H,1.23086E+11
X008972,17-07-2024,Aadhaar only,,7.09189E+11
X008973,17-07-2024,PAN + Aadhaar,UIRFB3427A,2.14639E+11
X008974,17-07-2024,PAN + Aadhaar,FTRGX4909T,1.01593E+11
X008975,17-07-2024,PAN + Aadhaar,NSVMC7125M,2.44015E+11
X008976,17-07-2024,Aadhaar only,,5.09764E+11
X008977,17-07-2024,PAN + Aadhaar,HMGDS2627F,31177046996
X008978,17-07-2024,PAN only,HCYIT1976U,
X008979,17-07-2024,Aadhaar only,,3.02007E+11
X008980,17-07-2024,PAN + Aadhaar,DYXYN4740E,9.53765E+11
X008981,17-07-2024,PAN only,JZYRT8426E,
X008982,17-07-2024,Aadhaar only,,3.26667E+11
X008983,17-07-2024,Aadhaar only,,1.41358E+11
X008984,17-07-2024,Aadhaar only,,4.25808E+11
X008985,17-07-2024,PAN + Aadhaar,YZIXY0936K,34508610990
X008986,17-07-2024,Aadhaar only,,2.99074E+11
X008987,17-07-2024,PAN + Aadhaar,MBEWV6566O,6.2788E+11
X008988,17-07-2024,Voter ID,,
X008989,17-07-2024,PAN only,BEECA5695U,
X008990,17-07-2024,Aadhaar only,,36150979106
X008991,17-07-2024,PAN + Aadhaar,EADEQ3933Z,3.52835E+11
X008992,17-07-2024,PAN + Aadhaar,HTJCG5678F,6.29619E+11
X008993,17-07-2024,PAN + Aadhaar,RFMJV5090T,6.96697E+11
X008994,17-07-2024,PAN + Aadhaar,QRAFJ5296C,2.2878E+11
X008995,17-07-2024,PAN + Aadhaar,YNAFM7129R,12569714149
X008996,17-07-2024,Aadhaar only,,9.94841E+11
X008997,17-07-2024,PAN + Aadhaar,XKDNO2201B,9.17837E+11
X008998,17-07-2024,Passport,,
X008999,17-07-2024,PAN + Aadhaar,IWLUB9247J,5.78779E+11
X009000,17-07-2024,Voter ID,,
X009001,17-07-2024,Voter ID,,
X009002,17-07-2024,Aadhaar only,,5.39442E+11
X009003,17-07-2024,PAN only,OWRGD7935V,
X009004,17-07-2024,PAN + Aadhaar,FAQAB3963C,8.44148E+11
X009005,17-07-2024,Aadhaar only,,58077394450
X009006,17-07-2024,PAN + Aadhaar,MKCZO7059R,4.86522E+11
X009007,17-07-2024,PAN + Aadhaar,BODRG7948F,3.561E+11
X009008,17-07-2024,Aadhaar only,,4.50773E+11
X009009,17-07-2024,PAN + Aadhaar,WOSRR9174H,2.02236E+11
X009010,17-07-2024,Aadhaar only,,3.55103E+11
X009011,17-07-2024,PAN + Aadhaar,AZLTD6050B,6.94356E+11
X009012,17-07-2024,PAN + Aadhaar,IVIHQ9161O,9.85138E+11
X009013,17-07-2024,PAN + Aadhaar,GBZQB3316M,517775351
X009014,17-07-2024,PAN + Aadhaar,BJDIE9875I,8.74346E+11
X009015,17-07-2024,PAN + Aadhaar,DSYQI3530J,9.79908E+11
X009016,17-07-2024,PAN + Aadhaar,RVJQF8624M,9.38455E+11
X009017,17-07-2024,PAN + Aadhaar,QCGNS5394C,3.54555E+11
X009018,17-07-2024,PAN only,TVZVS2187I,
X009019,17-07-2024,PAN + Aadhaar,ADQLL5553T,4.82015E+11
X009020,17-07-2024,Aadhaar only,,4.52195E+11
X009021,17-07-2024,PAN + Aadhaar,KIXPA3673S,7.82429E+11
X009022,17-07-2024,Voter ID,,
X009023,17-07-2024,PAN + Aadhaar,KKSYQ3026S,2.4775E+11
X009024,17-07-2024,PAN + Aadhaar,EHOGZ8299I,6.15069E+11
X009025,17-07-2024,Aadhaar only,,7.41554E+11
X009026,17-07-2024,PAN + Aadhaar,XNUZM5030Z,3.31725E+11
X009027,17-07-2024,Aadhaar only,,8.36795E+11
X009028,17-07-2024,PAN + Aadhaar,MJXCJ7254Y,4.79067E+11
X009029,17-07-2024,Passport,,
X009030,17-07-2024,PAN + Aadhaar,JCPSS3045L,6.68833E+11
X009031,17-07-2024,PAN + Aadhaar,CMOCW1695O,3.91264E+11
X009032,17-07-2024,PAN only,VHKIK3230R,
X009033,17-07-2024,PAN + Aadhaar,TQQEL3346E,6.1479E+11
X009034,17-07-2024,PAN only,CAZFV6723H,
X009035,17-07-2024,PAN + Aadhaar,KFLER8337H,5.33405E+11
X009036,17-07-2024,PAN only,PEXZP1548I,
X009037,17-07-2024,PAN + Aadhaar,EJXIZ9095R,7.50146E+11
X009038,17-07-2024,PAN only,LHGZB0023E,
X009039,17-07-2024,PAN only,TPHYS3963R,
X009040,17-07-2024,PAN + Aadhaar,YZASW8829O,6.64934E+11
X009041,17-07-2024,PAN + Aadhaar,LHICO8171G,71483831681
X009042,17-07-2024,PAN + Aadhaar,FVNHB1532D,7.45111E+11
X009043,17-07-2024,Passport,,
X009044,17-07-2024,PAN + Aadhaar,WGDVJ2135Z,2.32152E+11
X009045,17-07-2024,PAN + Aadhaar,BGGFK4707J,9.6413E+11
X009046,17-07-2024,PAN + Aadhaar,YVDBM5075W,13543188106
X009047,17-07-2024,PAN + Aadhaar,SVZMP7849Y,7.2431E+11
X009048,17-07-2024,Aadhaar only,,8.29049E+11
X009049,17-07-2024,Passport,,
X009050,17-07-2024,Aadhaar only,,8.81662E+11
X009051,18-07-2024,PAN only,RKGSU5087X,
X009052,18-07-2024,Aadhaar only,,9.07263E+11
X009053,18-07-2024,PAN + Aadhaar,CMFEY8281T,7.75311E+11
X009054,18-07-2024,PAN + Aadhaar,ICPTF5916S,3.15126E+11
X009055,18-07-2024,Aadhaar only,,1.5743E+11
X009056,18-07-2024,Passport,,
X009057,18-07-2024,Voter ID,,
X009058,18-07-2024,PAN + Aadhaar,VZESG6288Z,1.37204E+11
X009059,18-07-2024,PAN + Aadhaar,LUYSU2671R,6.58229E+11
X009060,18-07-2024,PAN + Aadhaar,XGYLJ7084I,7.07709E+11
X009061,18-07-2024,Voter ID,,
X009062,18-07-2024,Voter ID,,
X009063,18-07-2024,PAN only,RECZU8210A,
X009064,18-07-2024,PAN + Aadhaar,XJMEH9923O,2.90246E+11
X009065,18-07-2024,Aadhaar only,,1.7438E+11
X009066,18-07-2024,PAN + Aadhaar,HTRES6226Q,4.6943E+11
X009067,18-07-2024,PAN + Aadhaar,JUIHV1000J,9.94995E+11
X009068,18-07-2024,Aadhaar only,,9.20733E+11
X009069,18-07-2024,PAN + Aadhaar,SFOGQ3978N,89769433670
X009070,18-07-2024,PAN + Aadhaar,WJGQQ2229J,915503897
X009071,18-07-2024,Voter ID,,
X009072,18-07-2024,PAN only,IROOM7569T,
X009073,18-07-2024,PAN + Aadhaar,XCGDR3575S,9.09058E+11
X009074,18-07-2024,Aadhaar only,,4.37937E+11
X009075,18-07-2024,PAN + Aadhaar,PYUYB9780N,2.45319E+11
X009076,18-07-2024,PAN only,ZQTLZ4746U,
X009077,18-07-2024,PAN only,KWEDH1912K,
X009078,18-07-2024,PAN only,UHUKA2269Q,
X009079,18-07-2024,PAN only,AWNXE4727D,
X009080,18-07-2024,PAN + Aadhaar,WJNVR8303Y,3.80936E+11
X009081,18-07-2024,PAN + Aadhaar,TPIQK6927T,1.05984E+11
X009082,18-07-2024,PAN + Aadhaar,MVRQB4790U,1.73445E+11
X009083,18-07-2024,PAN + Aadhaar,FMSRY5850R,3.86865E+11
X009084,18-07-2024,PAN only,SFPCO4854U,
X009085,18-07-2024,PAN + Aadhaar,JSCXN1817M,9.87827E+11
X009086,18-07-2024,PAN + Aadhaar,TJVFH6344S,9.36659E+11
X009087,18-07-2024,PAN + Aadhaar,IALCV7638G,7.58918E+11
X009088,18-07-2024,Passport,,
X009089,18-07-2024,PAN + Aadhaar,QJIWS5029H,2.10343E+11
X009090,18-07-2024,Aadhaar only,,8.31909E+11
X009091,18-07-2024,PAN + Aadhaar,HWTNY4095G,1.58922E+11
X009092,18-07-2024,PAN + Aadhaar,ZRWWT0738S,5.28298E+11
X009093,18-07-2024,PAN + Aadhaar,RKSOV0645B,5.76091E+11
X009094,18-07-2024,PAN only,VFSHL8502N,
X009095,18-07-2024,Aadhaar only,,688895670
X009096,18-07-2024,Voter ID,,
X009097,18-07-2024,PAN + Aadhaar,ZCSJA3161Z,1.47897E+11
X009098,18-07-2024,PAN + Aadhaar,JWHTJ8934E,2.72926E+11
X009099,18-07-2024,Voter ID,,
X009100,18-07-2024,PAN + Aadhaar,FXSKH7823J,4.83295E+11
X009101,18-07-2024,Aadhaar only,XXZ43XX,4.57531E+11
X009102,18-07-2024,PAN only,XHROY9754K,
X009103,18-07-2024,PAN + Aadhaar,MOJIH9829D,4.93492E+11
X009104,18-07-2024,PAN only,RTQSV4716V,
X009105,18-07-2024,PAN + Aadhaar,JWQYS1167P,3.78957E+11
X009106,18-07-2024,PAN + Aadhaar,EBHEX0418U,5.63093E+11
X009107,18-07-2024,PAN + Aadhaar,QSCCM1395A,9.59967E+11
X009108,18-07-2024,PAN only,BKVHR7005M,
X009109,18-07-2024,PAN + Aadhaar,USAZY7648L,9.57989E+11
X009110,18-07-2024,PAN only,XOJOG9987J,
X009111,18-07-2024,Voter ID,,
X009112,18-07-2024,Aadhaar only,,7.00138E+11
X009113,18-07-2024,Aadhaar only,,7.5811E+11
X009114,18-07-2024,PAN + Aadhaar,DRWUI3477B,94814239643
X009115,18-07-2024,PAN + Aadhaar,CNLSR0397K,8.66965E+11
X009116,18-07-2024,PAN + Aadhaar,XTQZU6091N,45217483812
X009117,18-07-2024,Aadhaar only,,4.34477E+11
X009118,18-07-2024,Passport,,
X009119,18-07-2024,Voter ID,,
X009120,18-07-2024,Voter ID,,
X009121,18-07-2024,Voter ID,,
X009122,18-07-2024,PAN + Aadhaar,TMKSY8074P,4.60245E+11
X009123,18-07-2024,Aadhaar only,,51516907713
X009124,18-07-2024,Voter ID,,
X009125,18-07-2024,PAN + Aadhaar,IOYPA2655A,85549089971
X009126,18-07-2024,Passport,,
X009127,18-07-2024,PAN + Aadhaar,VFHGT8278P,7.12087E+11
X009128,18-07-2024,Aadhaar only,,6.37118E+11
X009129,18-07-2024,PAN only,TYGVB6175E,
X009130,18-07-2024,Passport,,
X009131,18-07-2024,PAN + Aadhaar,JJNMT2693Q,8.10967E+11
X009132,18-07-2024,PAN only,NFWLN7241A,
X009133,18-07-2024,Aadhaar only,,8.91079E+11
X009134,19-07-2024,PAN + Aadhaar,CIIMC4460V,6.9615E+11
X009135,19-07-2024,PAN only,BWWOL2613L,
X009136,19-07-2024,Aadhaar only,,2.00533E+11
X009137,19-07-2024,Aadhaar only,,3.26496E+11
X009138,19-07-2024,PAN + Aadhaar,IUROK8957C,8.31961E+11
X009139,19-07-2024,PAN + Aadhaar,PRWDQ7383T,2.57668E+11
X009140,19-07-2024,Aadhaar only,,8.56419E+11
X009141,19-07-2024,PAN + Aadhaar,AXRRR2345Y,2.60452E+11
X009142,19-07-2024,PAN + Aadhaar,IZYVM3403I,7.81348E+11
X009143,19-07-2024,Passport,,
X009144,19-07-2024,Aadhaar only,,2.90409E+11
X009145,19-07-2024,PAN only,VTCEZ1040X,
X009146,19-07-2024,PAN + Aadhaar,KNJAG0544U,9.64426E+11
X009147,19-07-2024,PAN + Aadhaar,MLDNX3944T,5.56177E+11
X009148,19-07-2024,PAN + Aadhaar,YWOWT2076W,3.93954E+11
